city,weather_data,lat,lon,temp,humid,wind,clouds
northam,"{'coord': {'lon': -4.21, 'lat': 51.04}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 50, 'pressure': 1006, 'humidity': 93, 'temp_min': 46, 'temp_max': 54}, 'visibility': 7000, 'wind': {'speed': 17.22, 'deg': 230, 'gust': 13.9}, 'rain': {'1h': 0.59}, 'clouds': {'all': 75}, 'dt': 1551563339, 'sys': {'type': 1, 'id': 1472, 'message': 0.0041, 'country': 'GB', 'sunrise': 1551509887, 'sunset': 1551549625}, 'id': 2641434, 'name': 'Northam', 'cod': 200}",51.04,-4.21,50.0,93,17.22,75
axim,"{'coord': {'lon': -2.24, 'lat': 4.87}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 82.93, 'pressure': 1012.86, 'humidity': 97, 'temp_min': 82.93, 'temp_max': 82.93, 'sea_level': 1012.86, 'grnd_level': 1010.65}, 'wind': {'speed': 7.4, 'deg': 227.505}, 'clouds': {'all': 68}, 'dt': 1551563396, 'sys': {'message': 0.003, 'country': 'GH', 'sunrise': 1551507600, 'sunset': 1551550916}, 'id': 2303611, 'name': 'Axim', 'cod': 200}",4.87,-2.24,82.93,97,7.4,68
san carlos de bariloche,"{'coord': {'lon': -71.31, 'lat': -41.13}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 66.2, 'pressure': 1013, 'humidity': 32, 'temp_min': 66.2, 'temp_max': 66.2}, 'visibility': 10000, 'wind': {'speed': 23.04, 'deg': 290}, 'clouds': {'all': 40}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8315, 'message': 0.004, 'country': 'AR', 'sunrise': 1551522512, 'sunset': 1551569105}, 'id': 7647007, 'name': 'San Carlos de Bariloche', 'cod': 200}",-41.13,-71.31,66.2,32,23.04,40
mezen,"{'coord': {'lon': 44.24, 'lat': 65.85}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': -0.96, 'pressure': 999.14, 'humidity': 66, 'temp_min': -0.96, 'temp_max': -0.96, 'sea_level': 999.14, 'grnd_level': 993.69}, 'wind': {'speed': 3.94, 'deg': 134.005}, 'clouds': {'all': 8}, 'dt': 1551563396, 'sys': {'message': 0.0037, 'country': 'RU', 'sunrise': 1551499803, 'sunset': 1551536493}, 'id': 527321, 'name': 'Mezen', 'cod': 200}",65.85,44.24,-0.96,66,3.94,8
jasper,"{'coord': {'lon': -87.28, 'lat': 33.83}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 55.89, 'pressure': 1019, 'humidity': 71, 'temp_min': 50, 'temp_max': 57.99}, 'wind': {'speed': 3.49, 'deg': 315.505}, 'clouds': {'all': 48}, 'dt': 1551563379, 'sys': {'type': 1, 'id': 4579, 'message': 0.0056, 'country': 'US', 'sunrise': 1551528933, 'sunset': 1551570424}, 'id': 4069659, 'name': 'Jasper', 'cod': 200}",33.83,-87.28,55.89,71,3.49,48
zhezkazgan,"{'coord': {'lon': 67.71, 'lat': 47.8}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 31.67, 'pressure': 1003.74, 'humidity': 94, 'temp_min': 31.67, 'temp_max': 31.67, 'sea_level': 1003.74, 'grnd_level': 953.93}, 'wind': {'speed': 19.04, 'deg': 239.005}, 'clouds': {'all': 92}, 'dt': 1551562761, 'sys': {'message': 0.0035, 'country': 'KZ', 'sunrise': 1551492445, 'sunset': 1551532545}, 'id': 1516589, 'name': 'Zhezkazgan', 'cod': 200}",47.8,67.71,31.67,94,19.04,92
soeng sang,"{'coord': {'lon': 102.46, 'lat': 14.43}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 80.94, 'pressure': 1008, 'humidity': 78, 'temp_min': 78.8, 'temp_max': 84}, 'wind': {'speed': 5.82, 'deg': 200}, 'clouds': {'all': 8}, 'dt': 1551563174, 'sys': {'type': 1, 'id': 9294, 'message': 0.0044, 'country': 'TH', 'sunrise': 1551482766, 'sunset': 1551525510}, 'id': 1606213, 'name': 'Soeng Sang', 'cod': 200}",14.43,102.46,80.94,78,5.82,8
narsaq,"{'coord': {'lon': -46.05, 'lat': 60.91}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 37.4, 'pressure': 993, 'humidity': 32, 'temp_min': 37.4, 'temp_max': 37.4}, 'wind': {'speed': 5.82, 'deg': 80}, 'clouds': {'all': 88}, 'dt': 1551559800, 'sys': {'type': 1, 'id': 47, 'message': 0.0037, 'country': 'GL', 'sunrise': 1551520761, 'sunset': 1551558852}, 'id': 3421719, 'name': 'Narsaq', 'cod': 200}",60.91,-46.05,37.4,32,5.82,88
nador,"{'coord': {'lon': -2.93, 'lat': 35.17}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 56.71, 'pressure': 1025, 'humidity': 72, 'temp_min': 53.6, 'temp_max': 60.8}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 240}, 'clouds': {'all': 36}, 'dt': 1551562200, 'sys': {'type': 1, 'id': 2380, 'message': 0.0042, 'country': 'MA', 'sunrise': 1551508760, 'sunset': 1551550116}, 'id': 2541479, 'name': 'Nador', 'cod': 200}",35.17,-2.93,56.71,72,6.93,36
knysna,"{'coord': {'lon': 23.05, 'lat': -34.04}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 66.2, 'pressure': 1017, 'humidity': 77, 'temp_min': 66.2, 'temp_max': 66.2}, 'visibility': 10000, 'wind': {'speed': 2.24, 'deg': 200}, 'clouds': {'all': 12}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 1918, 'message': 0.0033, 'country': 'ZA', 'sunrise': 1551500208, 'sunset': 1551546134}, 'id': 988698, 'name': 'Knysna', 'cod': 200}",-34.04,23.05,66.2,77,2.24,12
kure,"{'coord': {'lon': 132.64, 'lat': 34.22}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 46.6, 'pressure': 1014, 'humidity': 93, 'temp_min': 44.01, 'temp_max': 48.2}, 'visibility': 9000, 'wind': {'speed': 5.82, 'deg': 10}, 'rain': {'1h': 1.02}, 'clouds': {'all': 75}, 'dt': 1551563288, 'sys': {'type': 1, 'id': 8031, 'message': 0.0682, 'country': 'JP', 'sunrise': 1551476213, 'sunset': 1551517597}, 'id': 1858296, 'name': 'Kure', 'cod': 200}",34.22,132.64,46.6,93,5.82,75
saint-augustin,"{'coord': {'lon': -0.61, 'lat': 44.83}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 49.66, 'pressure': 1024, 'humidity': 93, 'temp_min': 48, 'temp_max': 52}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 210}, 'clouds': {'all': 0}, 'dt': 1551563288, 'sys': {'type': 1, 'id': 6450, 'message': 0.0047, 'country': 'FR', 'sunrise': 1551508652, 'sunset': 1551549122}, 'id': 3031582, 'name': 'Saint-Augustin', 'cod': 200}",44.83,-0.61,49.66,93,5.82,0
jalu,"{'coord': {'lon': 21.55, 'lat': 29.03}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 50.89, 'pressure': 1018.5, 'humidity': 47, 'temp_min': 50.89, 'temp_max': 50.89, 'sea_level': 1018.5, 'grnd_level': 1011.05}, 'wind': {'speed': 4.38, 'deg': 320.005}, 'clouds': {'all': 0}, 'dt': 1551563399, 'sys': {'message': 0.0038, 'country': 'LY', 'sunrise': 1551502654, 'sunset': 1551544466}, 'id': 86049, 'name': 'Jalu', 'cod': 200}",29.03,21.55,50.89,47,4.38,0
tuscaloosa,"{'coord': {'lon': -87.57, 'lat': 33.21}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 56.97, 'pressure': 1019, 'humidity': 71, 'temp_min': 55.4, 'temp_max': 57.99}, 'visibility': 16093, 'wind': {'speed': 3.49, 'deg': 338.005}, 'rain': {'1h': 0.25}, 'clouds': {'all': 90}, 'dt': 1551563382, 'sys': {'type': 1, 'id': 6001, 'message': 0.0054, 'country': 'US', 'sunrise': 1551528978, 'sunset': 1551570517}, 'id': 4094455, 'name': 'Tuscaloosa', 'cod': 200}",33.21,-87.57,56.97,71,3.49,90
aksarka,"{'coord': {'lon': 67.8, 'lat': 66.56}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': -7.44, 'pressure': 1001.54, 'humidity': 60, 'temp_min': -7.44, 'temp_max': -7.44, 'sea_level': 1001.54, 'grnd_level': 997.21}, 'wind': {'speed': 4.94, 'deg': 241.005}, 'clouds': {'all': 20}, 'dt': 1551563201, 'sys': {'message': 0.0036, 'country': 'RU', 'sunrise': 1551494282, 'sunset': 1551530710}, 'id': 1512019, 'name': 'Aksarka', 'cod': 200}",66.56,67.8,-7.44,60,4.94,20
walvis bay,"{'coord': {'lon': 14.51, 'lat': -22.95}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 66.15, 'pressure': 1016, 'humidity': 82, 'temp_min': 62.6, 'temp_max': 68}, 'wind': {'speed': 6.93, 'deg': 310}, 'clouds': {'all': 0}, 'dt': 1551560527, 'sys': {'type': 1, 'id': 2288, 'message': 0.0041, 'country': 'NA', 'sunrise': 1551502709, 'sunset': 1551547745}, 'id': 3359638, 'name': 'Walvis Bay', 'cod': 200}",-22.95,14.51,66.15,82,6.93,0
sitka,"{'coord': {'lon': -99.65, 'lat': 37.17}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 28, 'pressure': 1024, 'humidity': 77, 'temp_min': 28, 'temp_max': 28}, 'wind': {'speed': 4, 'deg': 312, 'gust': 4.02}, 'clouds': {'all': 76}, 'dt': 1551563214, 'sys': {'type': 3, 'id': 2005167, 'message': 0.0039, 'country': 'US', 'sunrise': 1551532034, 'sunset': 1551573263}, 'id': 4267710, 'name': 'Sitka', 'cod': 200}",37.17,-99.65,28.0,77,4.0,76
grand gaube,"{'coord': {'lon': 57.66, 'lat': -20.01}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 81.77, 'pressure': 1015, 'humidity': 83, 'temp_min': 81, 'temp_max': 82.4}, 'visibility': 10000, 'wind': {'speed': 13.87, 'deg': 70}, 'clouds': {'all': 75}, 'dt': 1551563347, 'sys': {'type': 1, 'id': 2061, 'message': 0.0046, 'country': 'MU', 'sunrise': 1551492454, 'sunset': 1551537293}, 'id': 934479, 'name': 'Grand Gaube', 'cod': 200}",-20.01,57.66,81.77,83,13.87,75
ozernovskiy,"{'coord': {'lon': 156.52, 'lat': 51.5}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 12.73, 'pressure': 998.86, 'humidity': 87, 'temp_min': 12.73, 'temp_max': 12.73, 'sea_level': 998.86, 'grnd_level': 974.41}, 'wind': {'speed': 9.98, 'deg': 332.505}, 'clouds': {'all': 0}, 'dt': 1551563400, 'sys': {'message': 0.0034, 'country': 'RU', 'sunrise': 1551471401, 'sunset': 1551510972}, 'id': 2122293, 'name': 'Ozernovskiy', 'cod': 200}",51.5,156.52,12.73,87,9.98,0
nong khai,"{'coord': {'lon': 102.75, 'lat': 17.88}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 70.69, 'pressure': 1007.42, 'humidity': 89, 'temp_min': 70.69, 'temp_max': 70.69, 'sea_level': 1007.42, 'grnd_level': 983.13}, 'wind': {'speed': 2.37, 'deg': 57.5049}, 'clouds': {'all': 0}, 'dt': 1551563400, 'sys': {'message': 0.0038, 'country': 'TH', 'sunrise': 1551482804, 'sunset': 1551525336}, 'id': 1608232, 'name': 'Nong Khai', 'cod': 200}",17.88,102.75,70.69,89,2.37,0
capaci,"{'coord': {'lon': 13.24, 'lat': 38.17}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 51.06, 'pressure': 1019, 'humidity': 87, 'temp_min': 44.01, 'temp_max': 59}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 190}, 'clouds': {'all': 75}, 'dt': 1551563320, 'sys': {'type': 1, 'id': 6708, 'message': 0.0045, 'country': 'IT', 'sunrise': 1551505010, 'sunset': 1551546109}, 'id': 2525392, 'name': 'Capaci', 'cod': 200}",38.17,13.24,51.06,87,5.82,75
panaba,"{'coord': {'lon': -88.27, 'lat': 21.28}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 85.99, 'pressure': 1014.98, 'humidity': 49, 'temp_min': 85.99, 'temp_max': 85.99, 'sea_level': 1014.98, 'grnd_level': 1011.53}, 'wind': {'speed': 9.98, 'deg': 120.505}, 'clouds': {'all': 80}, 'dt': 1551563401, 'sys': {'message': 0.0037, 'country': 'MX', 'sunrise': 1551528732, 'sunset': 1551571087}, 'id': 3521972, 'name': 'Panaba', 'cod': 200}",21.28,-88.27,85.99,49,9.98,80
kourou,"{'coord': {'lon': -52.64, 'lat': 5.16}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 75.2, 'pressure': 1013, 'humidity': 94, 'temp_min': 75.2, 'temp_max': 75.2}, 'visibility': 4000, 'wind': {'speed': 3.36}, 'clouds': {'all': 80}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8669, 'message': 0.0052, 'country': 'GF', 'sunrise': 1551519702, 'sunset': 1551563004}, 'id': 3381303, 'name': 'Kourou', 'cod': 200}",5.16,-52.64,75.2,94,3.36,80
yamada,"{'coord': {'lon': 137.08, 'lat': 36.58}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 34.72, 'pressure': 1017, 'humidity': 80, 'temp_min': 33.01, 'temp_max': 37.4}, 'visibility': 10000, 'wind': {'speed': 3.36, 'deg': 230}, 'clouds': {'all': 75}, 'dt': 1551563398, 'sys': {'type': 1, 'id': 8020, 'message': 0.0038, 'country': 'JP', 'sunrise': 1551475248, 'sunset': 1551516434}, 'id': 1849876, 'name': 'Yamada', 'cod': 200}",36.58,137.08,34.72,80,3.36,75
komsomolskiy,"{'coord': {'lon': 63.78, 'lat': 67.55}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': -2.94, 'pressure': 1001.34, 'humidity': 71, 'temp_min': -2.94, 'temp_max': -2.94, 'sea_level': 1001.34, 'grnd_level': 979.69}, 'wind': {'speed': 7.74, 'deg': 255.005}, 'clouds': {'all': 32}, 'dt': 1551563402, 'sys': {'message': 0.0037, 'country': 'RU', 'sunrise': 1551495420, 'sunset': 1551531505}, 'id': 1486910, 'name': 'Komsomolskiy', 'cod': 200}",67.55,63.78,-2.94,71,7.74,32
ahipara,"{'coord': {'lon': 173.16, 'lat': -35.17}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 71.01, 'pressure': 1030, 'humidity': 88, 'temp_min': 71.01, 'temp_max': 71.01}, 'wind': {'speed': 3.94, 'deg': 144.005}, 'clouds': {'all': 0}, 'dt': 1551562567, 'sys': {'type': 3, 'id': 2016422, 'message': 0.0033, 'country': 'NZ', 'sunrise': 1551464106, 'sunset': 1551510192}, 'id': 2194098, 'name': 'Ahipara', 'cod': 200}",-35.17,173.16,71.01,88,3.94,0
norman wells,"{'coord': {'lon': -126.83, 'lat': 65.28}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 5, 'pressure': 1038, 'humidity': 50, 'temp_min': 5, 'temp_max': 5}, 'visibility': 48279, 'wind': {'speed': 14.99, 'deg': 130}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 951, 'message': 0.0051, 'country': 'CA', 'sunrise': 1551540667, 'sunset': 1551577729}, 'id': 6089245, 'name': 'Norman Wells', 'cod': 200}",65.28,-126.83,5.0,50,14.99,20
sandakan,"{'coord': {'lon': 118.12, 'lat': 5.84}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77, 'pressure': 1008, 'humidity': 94, 'temp_min': 77, 'temp_max': 77}, 'visibility': 10000, 'wind': {'speed': 3.36}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 9374, 'message': 0.0045, 'country': 'MY', 'sunrise': 1551478750, 'sunset': 1551522004}, 'id': 1734052, 'name': 'Sandakan', 'cod': 200}",5.84,118.12,77.0,94,3.36,75
hamilton,"{'coord': {'lon': -64.78, 'lat': 32.3}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 69.28, 'pressure': 1017, 'humidity': 88, 'temp_min': 69.01, 'temp_max': 69.8}, 'visibility': 10000, 'wind': {'speed': 18.34, 'deg': 230}, 'clouds': {'all': 75}, 'dt': 1551563121, 'sys': {'type': 1, 'id': 8816, 'message': 0.0051, 'country': 'BM', 'sunrise': 1551523478, 'sunset': 1551565078}, 'id': 3573197, 'name': 'Hamilton', 'cod': 200}",32.3,-64.78,69.28,88,18.34,75
sisimiut,"{'coord': {'lon': -53.67, 'lat': 66.94}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 7.64, 'pressure': 998.34, 'humidity': 86, 'temp_min': 7.64, 'temp_max': 7.64, 'sea_level': 998.34, 'grnd_level': 960.89}, 'wind': {'speed': 1.92, 'deg': 313.505}, 'clouds': {'all': 88}, 'dt': 1551563404, 'sys': {'message': 0.0046, 'country': 'GL', 'sunrise': 1551523420, 'sunset': 1551559871}, 'id': 3419842, 'name': 'Sisimiut', 'cod': 200}",66.94,-53.67,7.64,86,1.92,88
kaduna,"{'coord': {'lon': 7.44, 'lat': 10.52}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 75.91, 'pressure': 1012.3, 'humidity': 34, 'temp_min': 75.91, 'temp_max': 75.91, 'sea_level': 1012.3, 'grnd_level': 943.45}, 'wind': {'speed': 8.75, 'deg': 354.005}, 'clouds': {'all': 76}, 'dt': 1551563404, 'sys': {'message': 0.0036, 'country': 'NG', 'sunrise': 1551505444, 'sunset': 1551548432}, 'id': 2335727, 'name': 'Kaduna', 'cod': 200}",10.52,7.44,75.91,34,8.75,76
charagua,"{'coord': {'lon': -63.2, 'lat': -19.79}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 84.2, 'pressure': 1014, 'humidity': 62, 'temp_min': 84.2, 'temp_max': 84.2}, 'visibility': 10000, 'wind': {'speed': 8.19, 'deg': 15.0049}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8612, 'message': 0.0058, 'country': 'BO', 'sunrise': 1551521476, 'sunset': 1551566276}, 'id': 3921141, 'name': 'Charagua', 'cod': 200}",-19.79,-63.2,84.2,62,8.19,75
jais,"{'coord': {'lon': 81.55, 'lat': 26.27}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.19, 'pressure': 1013.74, 'humidity': 75, 'temp_min': 61.19, 'temp_max': 61.19, 'sea_level': 1013.74, 'grnd_level': 1001.29}, 'wind': {'speed': 10.65, 'deg': 354.005}, 'clouds': {'all': 100}, 'dt': 1551563405, 'sys': {'message': 0.0034, 'country': 'IN', 'sunrise': 1551488166, 'sunset': 1551530156}, 'id': 1269509, 'name': 'Jais', 'cod': 200}",26.27,81.55,61.19,75,10.65,100
alice springs,"{'coord': {'lon': 133.88, 'lat': -23.7}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 71.6, 'pressure': 1016, 'humidity': 28, 'temp_min': 71.6, 'temp_max': 71.6}, 'visibility': 10000, 'wind': {'speed': 9.86, 'deg': 58.5049}, 'clouds': {'all': 0}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 9483, 'message': 0.0041, 'country': 'AU', 'sunrise': 1551474023, 'sunset': 1551519141}, 'id': 2077895, 'name': 'Alice Springs', 'cod': 200}",-23.7,133.88,71.6,28,9.86,0
monterey,"{'coord': {'lon': -121.89, 'lat': 36.6}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 57.42, 'pressure': 1011, 'humidity': 77, 'temp_min': 52, 'temp_max': 63}, 'visibility': 16093, 'wind': {'speed': 16.11, 'deg': 220, 'gust': 10.3}, 'rain': {'1h': 0.77}, 'clouds': {'all': 90}, 'dt': 1551563405, 'sys': {'type': 1, 'id': 4980, 'message': 0.0083, 'country': 'US', 'sunrise': 1551537343, 'sunset': 1551578627}, 'id': 5374361, 'name': 'Monterey', 'cod': 200}",36.6,-121.89,57.42,77,16.11,90
bandarbeyla,"{'coord': {'lon': 50.81, 'lat': 9.49}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 77.53, 'pressure': 1011.58, 'humidity': 100, 'temp_min': 77.53, 'temp_max': 77.53, 'sea_level': 1011.58, 'grnd_level': 1006.65}, 'wind': {'speed': 6.96, 'deg': 86.0049}, 'rain': {'3h': 0.15}, 'clouds': {'all': 44}, 'dt': 1551563407, 'sys': {'message': 0.0035, 'country': 'SO', 'sunrise': 1551495008, 'sunset': 1551538053}, 'id': 64814, 'name': 'Bandarbeyla', 'cod': 200}",9.49,50.81,77.53,100,6.96,44
high prairie,"{'coord': {'lon': -116.48, 'lat': 55.43}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': -4.33, 'pressure': 1049.18, 'humidity': 50, 'temp_min': -4.33, 'temp_max': -4.33, 'sea_level': 1049.18, 'grnd_level': 952.57}, 'wind': {'speed': 4.83, 'deg': 300.005}, 'clouds': {'all': 0}, 'dt': 1551563407, 'sys': {'message': 0.0043, 'country': 'CA', 'sunrise': 1551537113, 'sunset': 1551576289}, 'id': 5975034, 'name': 'High Prairie', 'cod': 200}",55.43,-116.48,-4.33,50,4.83,0
itaueira,"{'coord': {'lon': -43.03, 'lat': -7.6}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 78.92, 'pressure': 1011.66, 'humidity': 86, 'temp_min': 78.92, 'temp_max': 78.92, 'sea_level': 1011.66, 'grnd_level': 971.53}, 'wind': {'speed': 2.71, 'deg': 265.005}, 'clouds': {'all': 64}, 'dt': 1551563408, 'sys': {'message': 0.0045, 'country': 'BR', 'sunrise': 1551517022, 'sunset': 1551561061}, 'id': 3397865, 'name': 'Itaueira', 'cod': 200}",-7.6,-43.03,78.92,86,2.71,64
partizanskoye,"{'coord': {'lon': 34.08, 'lat': 44.83}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 23.89, 'pressure': 1016.02, 'humidity': 79, 'temp_min': 23.89, 'temp_max': 23.89, 'sea_level': 1016.02, 'grnd_level': 978.65}, 'wind': {'speed': 5.61, 'deg': 324.505}, 'clouds': {'all': 12}, 'dt': 1551563408, 'sys': {'message': 0.0038, 'country': 'UA', 'sunrise': 1551500337, 'sunset': 1551540789}, 'id': 693805, 'name': 'Partizanskoye', 'cod': 200}",44.83,34.08,23.89,79,5.61,12
maloy,"{'coord': {'lon': 118.1, 'lat': 1}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 73.97, 'pressure': 1008.86, 'humidity': 88, 'temp_min': 73.97, 'temp_max': 73.97, 'sea_level': 1008.86, 'grnd_level': 993.77}, 'wind': {'speed': 2.48, 'deg': 26.0049}, 'clouds': {'all': 32}, 'dt': 1551563409, 'sys': {'message': 0.0036, 'country': 'ID', 'sunrise': 1551478611, 'sunset': 1551522148}, 'id': 1628757, 'name': 'Maloy', 'cod': 200}",1.0,118.1,73.97,88,2.48,32
mitu,"{'coord': {'lon': 46.09, 'lat': 36.2}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 26.68, 'pressure': 1015.86, 'humidity': 90, 'temp_min': 26.68, 'temp_max': 26.68, 'sea_level': 1015.86, 'grnd_level': 811.13}, 'wind': {'speed': 3.38, 'deg': 212.005}, 'clouds': {'all': 48}, 'dt': 1551563409, 'sys': {'message': 0.0065, 'country': 'IR', 'sunrise': 1551497049, 'sunset': 1551538302}, 'id': 117392, 'name': 'Mitu', 'cod': 200}",36.2,46.09,26.68,90,3.38,48
sargatskoye,"{'coord': {'lon': 73.49, 'lat': 55.6}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 15.16, 'pressure': 1004.86, 'humidity': 90, 'temp_min': 15.16, 'temp_max': 15.16, 'sea_level': 1004.86, 'grnd_level': 991.53}, 'wind': {'speed': 15.68, 'deg': 125.505}, 'clouds': {'all': 88}, 'dt': 1551563409, 'sys': {'message': 0.004, 'country': 'RU', 'sunrise': 1551491613, 'sunset': 1551530617}, 'id': 1493004, 'name': 'Sargatskoye', 'cod': 200}",55.6,73.49,15.16,90,15.68,88
port blair,"{'coord': {'lon': 92.75, 'lat': 11.67}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 81.62, 'pressure': 1009.3, 'humidity': 100, 'temp_min': 81.62, 'temp_max': 81.62, 'sea_level': 1009.3, 'grnd_level': 1009.05}, 'wind': {'speed': 13, 'deg': 19.5049}, 'clouds': {'all': 8}, 'dt': 1551563409, 'sys': {'message': 0.0047, 'country': 'IN', 'sunrise': 1551485011, 'sunset': 1551527923}, 'id': 1259385, 'name': 'Port Blair', 'cod': 200}",11.67,92.75,81.62,100,13.0,8
